Rossi,8.3,0.9452215480300867
Rossi,19.0,0.5174694650630756
Rossi,28.0,0.4703593432594502
Rossi,39.0,0.6029959203882657
Rossi,48.7,0.30964564352349644
aids,2.449,0.7014109375294574
aids,5.4399999999999995,0.5953094804585386
aids,8.600000000000001,0.657624563410933
aids,11.124,0.6267422720666211
aids,14.751000000000001,0.6349321922278583
csl,0.3531506849315072,0.7874282648072352
csl,0.9594520547945209,0.4504455850980215
csl,2.3547945205479452,0.42757288987655573
csl,4.290136986301371,0.4691369380773577
csl,7.250958904109587,0.42798264752613807
epileptic,84.0,0.3324256480961203
epileptic,182.0,0.5299024043794811
epileptic,357.0,0.3900811570955842
epileptic,582.0,0.4670747151594392
epileptic,1126.0,0.5015473473990232
heart,5.0,0.5279175211754888
heart,30.4,0.3783850411105174
heart,66.0,0.5821372708017484
heart,108.39999999999998,0.48904266901897697
heart,487.60000000000207,0.48956497673039784
