Rossi,17.0,0.5372037490284436
Rossi,28.0,0.5532281130538338
Rossi,41.5,0.577068121196197
aids,4.592499999999999,0.42374965552777666
aids,8.600000000000001,0.6562489902494346
aids,11.6075,0.6673139870056357
csl,0.75068493150685,0.7033015926851341
csl,2.3547945205479452,0.7213155100895634
csl,4.967123287671233,0.5362778517640168
epileptic,166.0,0.4747133718465382
epileptic,357.0,0.46624407017377156
epileptic,663.0,0.4491696333503985
heart,19.5,0.41994434113016044
heart,66.0,0.37223459366641554
heart,175.5,0.5027126730183274
heartvalve,2.48356164383525,0.3997920507401553
heartvalve,4.4534246575345,0.6676586930110079
heartvalve,5.6130136986300005,0.5455654379742912
